raw,processed,label,score
,itu race against time untuk sa vax programme the covid wg believes there is enough evidence tryout suggest that sa will experience tahun wave ini dec the severity will be determined by whether sa achieves its vaccination targets,neutral,0.9774984121322632
,,positive,0.9911566972732544
,those who trust fauci are now supposed tryout believe that aku funded coronavirus gain of function research ini china wuhan lab where covid originated but covid developed ini wuhan independently of that funding okay,neutral,0.9907069206237793
,tetapi inilah bentuk tanggungjawab negara dalam rangka melindungi rakyat dari potensi klaster covid ketika naik pesawat,negative,0.9290925860404968
,pokoknya negara yang dibanggakan sama kawal panu,positive,0.9873199462890625
,update data covid senin oktober,neutral,0.9966775178909302
,as bolsas asi ticas fecharam em alta nesta segunda feira apa banco hsbc divulgar balan trimestral melhor di que esperado apesar deh um novo surto deh covid nya china,neutral,0.996822714805603
,the incompetence of this administration is just unbelievable,neutral,0.9954442977905273
,covid sonras resel ekonomiye cornwall consensus ile veriliyor devletler krizleri nlemek uluslararas dayan mau sa lamak kamunun ortak kar zetmek iklim deh ikli ini nlemek vb ini ekonomide daha etkin zenleyici olacak,neutral,0.7797236442565918
,aislamiento por lah covid lah forma deh vestir,positive,0.9181130528450012
,wiwid dan dwi dipecat dengan alasan perusahaan rug dan pandemi covid telah berdampak signifikan terhadap kondisi keuangan mereka tidak diam protes dilakukan berserikat dan terus memperjuangkan hak haknya,positive,0.7069432735443115
,does dari amir kan really believe that the sabar will give him dan his family reprieve just because he lied untuk them,neutral,0.9906007051467896
,tidak hanya itu pandemi covid juga memberi pelajaran betapa pentingnya digitalisasi dalam memfasilitasi dan menjaga aktivitas ekonomi begitu pun upaya pemulihan ekonomi nasional yang perlu melihat semua solusi potensial dalam negeri termasuk ekonomi dan keuangan syariah,positive,0.9841049313545227
,edisi sheeran lah positivo covid suspende promoci deh su nuevo disco disculpas todos los que he defraudado,positive,0.8814772963523865
,pakar ingatkan tidak semua negara asean miliki respons penanganan covid yang baik,positive,0.9139957427978516
,third immunization done like dinner my arm is sore but itu feels good tryout have my full vaccination now,neutral,0.8303205370903015
,giat patroli polsek majenang untuk mencegah curat curas dan pencurian kendaraan bermotor serta antisipasi tindak pidana dan kejahatan lainnya dan woro terkait protokol kesehatan serta ppkm darurat covid dijalan diponegoro komplek alun alun spbu pertokoan perbankan,positive,0.9983968138694763
,instead of covering facts about vaccines adverse injuries caused by experimental bio weapon touted as vaccine you published articles dari corrupted covid agents who likely paid by vaccine promoters sies media,neutral,0.9922854900360107
,jaga jarak fisik efektif cegah penularan covid kesadaran untuk terus menjaga jarak fisik ketika beraktivitas di luar ruangan atau tempat umum perlu ditingkatkan untuk mengurangi peluang seseorang terinfeksi covid,positive,0.791831374168396
,efficacy is believed tryout be around our bodies really struggle tryout tinggal immune tryout coronavirus there are several common cold ones you get them again dan again due tryout this the booster is due tryout wane over time the above is factual the lanjut patheory itu is believed good,positive,0.5983402132987976
,every person that strongly believes unvaccinated should be ostracized dari society should be forced tryout enroll ini the military atau police dan be front lines when the war happens,neutral,0.9952875375747681
,jika benaran baik kondisi nya enggak mungkin di posting yang buruk nya nice jakarta,negative,0.918748140335083
,covid har inneburit sv righeter kinesiska myndigheters ambition att balansera om landets ekonomi konsumtionen har sjunkit medan exportindustrins andel av bnp terigen vr got som inneb ett beroende av handelsrelationer och utl ndska pare,neutral,0.9934232234954834
,huomasitko rajoitustoimet vuosina mm yleis tapahtumat saja ravintolat olivat kev ll kiinni tartuntojen rajoittamiseksi,neutral,0.983911395072937
,efek terhirup udara pagi yang tinggi pm nya makanya gagal fokus,negative,0.999790608882904
,thing that responsible untuk deaths of police firefighters amp paramedics ini all this proves is how our police amp firefighters are infested with far right conspiracy theorist belum believe just edisi greg king kelly,neutral,0.9967777132987976
,traffic booster secret training guide,neutral,0.9592915177345276
,these are the things the ujian sekolah government is lying about dan failing tryout tell american citizens this bullshit with fauci dan his cronies is unbelievable why people with phd are more hesitate tryout take the covid vaccine via,neutral,0.9964691400527954
,important pfizer qc employee po ibly former reveals fetal cells were used ini development of pfizer covid vaccine scroll down page tryout sih video recently released think this platform has blocked anyone dari following tolong try,neutral,0.9953672885894775
,side note don believe ini covid,neutral,0.99601149559021
,know that the origin of aids is menjadi seseorang ociated with the detection ini certain human group but believed that mereka referred tryout animals on another continent ini similar way tryout how the banget emerged ini relation tryout covid,neutral,0.8655540347099304
,el fue fabricado por angeles ca dos para promover lah madre tierra lah ciencia gen tica como las supuestas salvadoras deh lah humanidad,positive,0.9827771186828613
,are aku close tryout untuk the pediatric population what symptoms should aku look untuk ini children these answers amp more dari chief of primary care pediatrics at kaiser permanente dari quang dao,neutral,0.9969502091407776
,just finished my hell hour of listening tryout fake cnn tryout sih their evil agenda is dan would you believe mereka are now talking about monoclonal antibodies as true cure untuk covid dan asked the question why some hospitals are belum using itu,neutral,0.9790084958076477
,supporter of donald trump believes that the former president saved lives with operation warp speed even though he also claims that the covid vaccine will kill everyone who takes itu within years,neutral,0.9944732785224915
,wants you tryout believe that covid vaccines will memakai you impervious tryout death of any cause ok,neutral,0.9974308609962463
,musni umar gelar profesor namun otaknya sudah terkontaminasi dengan virus covid maka itu sudah kotor yang jadi presiden sejak indonesia merdeka adalh pendatang yang ber agama kristen benar dia sudah buta tuli amp stroke,negative,0.9998536109924316
,padres en california protestan en oposici al mandato deh vacunaci contra covid para estudiantes mantienen los ini os en casa,neutral,0.9951580166816711
,dengan membaiknya situasi covid di tanah air dan peningkatan kegiatan masyarakat diharapkan daya beli masyarakat meningkat dan dunia usaha dapat segera bangkit,positive,0.9993763566017151
,ark gov hutchinson believes covid vaccine mandates increase resistance tryout vaccination,neutral,0.9965732097625732
,no itu is about human benar amp their choices no one is forced tryout get flu shot yet more people die dari influenza tahan those that die with covid but hai you continue believing the scam aku reply all ini this together because exemptions are immune tryout covid,negative,0.897485077381134
,all these scientists all of whom have been affiliated with atau funded by jeffrey epstein through the mit dan who also vigorously promote implement dan are the beneficiaries of the coronavirus pandemic dan its consequences,neutral,0.9834250807762146
,yeah here is one of many examples of his terrible character unbelievable tbh,neutral,0.9878523349761963
,cops tryout who don believe ini public safety go desantis teachers who don believe ini science go tryout desantis dan medical profe ionals that don believe ini medicine of cops deaths ini chicago are result of covid,neutral,0.9919672608375549
,this disgusting should look into over deaths dari this shot that belum vaccine how are mereka diagnosing unbelievable the utter lawle ini ini this country over virus that has never been isolated anywhere ini the world,neutral,0.9854645133018494
,tertawa siktir lan ini oldu belirsiz al bir taraf saja enjekte edin ekin lan elinizi ocuklar zerinden yav aklar,positive,0.45706674456596375
,tidak remi covid salg nya kadar lkemizde ekonomik bir nanti veya fahi fiyat yoktu salgindan kaynakl olarak nya zerinde ekonomik nanti lar var,neutral,0.973959743976593
,this shovideo showing adverse reactions source who vigiacce database dispels nephet safety claims yet mereka continue tryout promote the safe vaccines dan seemingly no one belum hold them tryout task,neutral,0.9924725294113159
,affrontement ujian nasional les citoyens libres des nations mocratiques et deh autre les promoteurs ujian nasional totalitarisme mondial comme mais les consciences veillent et les parlementaires europ ens avec,neutral,0.996418833732605
,najgora mogu manjekenjka saja promociju kampanje cijepljenja jel ibu dobila booster dozu,neutral,0.5945154428482056
,when itu is all said dan done believe that historians will look back at the coronavirus pandemic as the greatest catalyst untuk progre dan creativity ini human history terima kasih untuk sharing,neutral,0.6920226216316223
,untuk mengantisipasi tidak adanya penularan kasus covid pada ptm di sekolah perlu adanya pengawasan yang lebih ketat untuk itu presiden jokowi meminta para kepala daerah untuk memeriksa langsung ke lapangan terkait penerapan protokol kesehatan saat ptm,neutral,0.9976426959037781
,while itu might belum be good idea untuk paling nurses tryout take the mrna treatment you belum just fire them if mereka di there are some nursing rolls where itu would memakai sense sok long as mereka took regular covid tests tryout memakai sure mereka were asymptomatically spreading itu,neutral,0.673610508441925
,yang dilakukan oleh wakil rakyat di dewan perwakilan rakyat ri fraksi pdi perjuangan yaitu bapak komang koheri se yang juga merupakan putra daerah asal kecamatan seputih raman semoga pandemi covid dapat dilewati dan masyarakat mendapatkan kesehatan,positive,0.6053953766822815
,masyarakat indonesia ditargetkan menerima vaksin covid di akhir tahun pemerintah menargetkan penduduk indonesia telah menerima vaksin covid di akhir tahun upaya yang telah dilakukan untuk mencapai angka ini strategi vaksinasi dari pintu ke pintu,neutral,0.9978318810462952
,inilah bentuk tanggung jawab negara melindungi rakyat dari potensi klaster covid ketika naik pesawat katanya,negative,0.9818711280822754
,when trump became president itu exposed untuk who mereka all truly were despicable money grubbing lowlife racist haters who promote violence dan destruction of property tryout bend wills noe mereka reply forcing vaccination is exposing people true character,neutral,0.8460418581962585
,kolaborasi semua elemen di dki yang dipimpin gub anies tlh sukses menurunkan covid di dki pada level transjakarta tlh kembali beroperasi penuh insya allah ekonomi bangkit warga dihrp disiplin amalkan protokol kesehatan,positive,0.9059760570526123
,otoritas china menyebutkan mungkin akan terjadi lagi lonjakan kasus covid di negara tersebut maka dari itu china menyuarakan untuk pengurangan mobilitas sebagai langkah menekan infeksi,neutral,0.9971115589141846
,kegiatan vaksinasi covid kodim takalar di sekolah madrasah tsanawiyah aliyah manongkoki kelurahan panrannuangku kecamatan polut kabupaten takalar terhadap siswa siswi madrasah tsanawiyah aliyah manongkoki dan masyarakat senin,neutral,0.9978082776069641
,ini sepertinya,negative,0.8869220614433289
,said itu once dan ll sayang itu again everything the right wing amp the uk pre scaremongered voters into believing would happen under corbyn is happening under the are all sat laughing dan getting rich while mereka serve ujian sekolah cardboard cutouts amp,neutral,0.9945620894432068
,subtipe corona varian delta sayang tengah menjadi sorotan ahli karena jumlahnya meningkat seiring lonjakan kasus covid di inggris apa benar mutasi varian delta ini lebih menular,positive,0.9508528113365173
,apresiasi kapolda sumbar,neutral,0.697895884513855
,everything you need tryout know about covid vaccine boosters what is more important vaccine equity atau the effectivene of booster wonderful dan nuanced analysis ini this op edisi by dari lance,neutral,0.9901432991027832
,latest northwestern chinese province heavily dependent on tourism closed all tourist sites monday setelah finding new covid cases gansu province lies along the ancient silk road dan is famed untuk the dunhuang grottoes filled with buddhist images dan other religious sites,neutral,0.9829687476158142
,isu bohong tentang vaksin covid isu bohong vaksin covid mengandung microchip magnetis fakta informasi tersebut tidak benar juru bicara vaksinasi covid kemenkes dari siti nadia tarmidzi mengatakan jumlah cairan vaksin yang disuntikkan hanya cc,negative,0.6379035711288452
,kukar bhabinkamtibmas polsek jajaan polres kukar mendatangi rumah warga yang terkonfirmasi positif covid dengan menempelkan stiker yang bertuliskan isolasi mandiri isoman,neutral,0.9985395669937134
,polisi terdakwa kamu tidak ditahan lebih sebut diskriminatif covid ada meninggal senin oktober menag sir alex putusin fan mu zidane conte lily juve arsenal,neutral,0.9720073342323303
,pertama kebijakan penanganan pandemi difokuskan pada penyelamatan kesehatan dan daya tahan sosial ekonomi rakyat secara simultan sehingga jokowi membentuk satgas covid dan penyelamatan ekonomi nasional pengen omong kosong,neutral,0.871035635471344
,covid sebanyak kes harian baharu dilaporkan hari ini layari untuk maklumat lanjut,neutral,0.9927377104759216
,more people should trust the kind of fake news sources that my movements read,neutral,0.9945214986801147
,pakistan records the lowest daily coronavirus death count since november,neutral,0.9977909326553345
,kegiatan polsek dolok masihul terkait operasi kyd kegiatan yang ditingkatkan dalam rangka peningkatan disiplin dan penegakan hukum protokol kesehatan pencegahan penyebaran virus covid,neutral,0.9982010126113892
,jelang musim dingin di eropa kasus covid di sejumlah negara di eropa kembali meledak hingga saat ini paling banyak ada di inggris baru ia serbia romania dan bulgaria inggris di kabarkan telah melakukan pembatasan kegiatan warganya dan mewacanakan akan melakukan lockdown,neutral,0.9792252779006958
,coronavirus una provincia del noroeste deh china que depende del turismo cerr todos los sitios despu deh encontrar casos deh covid gansu es famoso por grutas deh dunhuang llenas deh im genes budistas otros sitios religiosos china tuvo casos nuevos cuatro en gansu,neutral,0.8773165941238403
,penyakit menular yang lebih bahaya dari covid itu sendiri telah menjalar di berbagai lembaga negara terlihat dari fenomena akhir ini bertubi oknum yang mempertontonkan arogansi ketika bersentuhan amp berkomunikasi dengan rakyat mereka lupa lembaganya ada untuk mengabdi pada bangsa,negative,0.9992210865020752
,believe the whole of nz was on that list during the sholived travel bubble dan now itu is just south island nz,neutral,0.9934759736061096
,the significant risks posed tryout mothers dan fetuses by covid ini pregnancy have sparked worldwide debate surrounding the pros dan cons of antenatal sars cov inoculation,neutral,0.9909404516220093
,mari kita berjuang melawan,negative,0.9996191263198853
,menteri keuangan sri mulyani menyebut indonesia masih perlu waspada covid karena negara negara yang memiliki tingkat vaksinasi tinggi pun mengalami kesulitan menghadapi pandemi,neutral,0.9980227947235107
,unbelievable just as fl covid cases are finally decreasing wants tryout actually pay unvaccinated people tryout come work ini fl putting our families at risk untuk covid ultimately causing more covid deaths,neutral,0.986276388168335
,rida menceritakan awal mendirikan yayasan menuai masa depan saat membagikan nasi kotak gratis di pinggir jalan saat awal pandemik covid lalu bersama sang adik yang merupakan pengajar di sekolah internasional bangkok rida berinisiatif mengajar di panti asuhan,neutral,0.9678384065628052
,via il faut tout prix viter une double pid mie covid et grippe clare sur france alain fischer boleh pr sident du conseil orientation deh lah strat gie vaccinale il fait lah promotion deh lah double injection troisi me,positive,0.9436180591583252
,hari pertama pemberlakuan syarat wajib pcr kemarin dikeluhkan penumpang maskapai penerbangan di sejumlah bandara,neutral,0.9986193180084229
,but itu the vaccinated people are spreading dan catching covid unvaccinated have natural immunity that kills the virus where as the vaccinated people catch the virus dan itu promotes mutation dan weakens your immune system,neutral,0.9718528389930725
,itu sok difficult tryout convince some people remember last year when the pandemic was masih imminent some people even on this timeline believed covid was scam even with all the proven evidence around mereka masih did belum believe sok di you think covid exist atau belum vote here,negative,0.9991205334663391
,avi yemini spent the entirety of the bushfire disaster telling people itu was arsonists he knows nothing about climate nothing about coronavirus he is sociopath narci ist who spreads doubt tryout promote his stupidity idiots love him because he speaks dumb tryout truth,neutral,0.968871533870697
,bagaimana tanggapannya terkait cuitan ini min,neutral,0.9967980980873108
,if you masih believe that covid vaccination is untuk the greater good atau that people harus be vaccinated tryout prevent transmi ion atau that getting booster against extinct variants increase immunity tryout current variants chill aku ve got itu dari here,neutral,0.9958034157752991
,pemerintah kabupaten bantul daerah istimewa yogyakarta segera menggenjot upaya pemulihan ekonomi rakyat dampak pandemi covid saat pemberlakuan pembatasan kegiatan masyarakat ppkm sudah turun ke level,neutral,0.9984207153320312
,northwestern chinese province heavily dependent on tourism closed all tourist sites setelah finding new covid cases gansu is famed untuk the dunhuang grottoes filled with buddhist images dan other religious sites china had new cases four ini gansu,neutral,0.9879555702209473
,khusus untuk wna harus memiliki visa kunjungan singkat atau izin masuk lainnya sesuai peraturan perundangan yang berlaku selain itu juga wajib memiliki asuransi kesehatan dengan nilai pertanggungan usd dan mencakup pembiayaan penanganan covid,neutral,0.9917678833007812
,dan dapat menunjukkan bukti konfirmasi pemesanan dan pembayaran booking tempat akomodasi selama menetap di indonesia untuk informasi terkait covid kunjungi situs resmi penanganan covid dan pemulihan ekonomi nasional dan,neutral,0.9980958104133606
,no unfortunately what is truly dangerous is people actually believeing that covid is anything but bog standard normal virus with bog standard mortality rate their is belum one single significant study that shows mask are of any use but hundreds that clearly show,neutral,0.9256625771522522
,anak-anak parents teachers friends everybody ending the covid pandemic is team effo let exercise the ministry of health kenya guidelines at rumah ini sekolah at work everywhere pamoja tuangamize korona,neutral,0.9773015379905701
,quindi numeri casaccio che dai lei sui vaccinati non vaccinati sono tapi attendibili dei numeri forniti sulla base del numero di persone andata ini farmacia dal farmacista il suo ego pare ipertrofico dati del totale vaccinati non vaccinati pag,neutral,0.8349941968917847
,formula motorspolimited the organiser dan promoter of formula dan formula had reduction of income close tryout last year as itu tackled running both series during the covid pandemic,neutral,0.9942299127578735
,sikat saja bu mafia pacarnya sangat memberatkan harga pcr mahal dan ini juga covid nya sudah landai yang sudah kali vaksin harusnya tidak perlu lah pakai test pcr segala,negative,0.999830961227417
,know who believe dan its belum who is quite bahagia untuk more deaths dan long covid tryout occur,positive,0.8783056735992432
,iya iyalah bu saat nya ibu mengatakan yuk bayar pajak,neutral,0.8979218602180481
,vaccinate everyone yes madeley said what the masalah is that once people are vaccinated mereka believe mereka are superhuman dan are safe dari the virus dan sok di belum take care dan stop wearing masks dan stop social distancing even though you belum masih catch covid when,neutral,0.4993535280227661
,mendampingi bupati pemalang mas agung bersama forkopimda serta opd terkait mengikuti rapat koordinasi penanganan covid di provinsi jawa tengah secara virtual di command room diskominfo pemalang senin rapat koordinasi tersebut dipimpin gunernur jawa tengah,neutral,0.9979621171951294
,total jumlah penerima manfaat program ini adalah orang yang terdiri dari masyarakat umum sekitar lokasi vaksinasi program ini merupakan bukti komitmen nyata lps dalam mendukung percepatan vaksinasi covid yang digalakkan pemerintah indonesia,neutral,0.9599522352218628
,isu bohong vaksin covid mengandung microchip magnetis fakta informasi tersebut tidak benar juru bicara vaksinasi covid kemenkes dari siti nadia tarmidzi mengatakan jumlah cairan vaksin yang disuntikkan hanya cc dan akan segera menyebar di seluruh jaringan sekitar sumber,negative,0.9118912816047668
,pang bagong kaso ng naitala patay pasyente ang gumaling ayon sa pinakahuling tala ng doh ngayong lunes oktubre kasalukuyang ang kabuuang kaso nya ang nasawi at nya nakarekober naman ang aktibong kaso,positive,0.6997694969177246
,new study published by examines whether brief exposure tryout an infographic about the scientific proce might increase trust dan affect belief ini covid read more ini our weekly round up,neutral,0.9933242201805115
,covid update kaso ng covid sa bansa nadagdagan apa ng ngayong lunes oktubre pumalo nya sa kabuuang ang bilang ng kumpirmadong kaso ng covid sa bansa mayroon namang naitalang active cases,neutral,0.9110013842582703
,terima kasih tryout our partners dan sponsors untuk making our event succe aku believe covid die natural death but setelah aku all vaccinated,positive,0.9795597791671753
,boleh chanteur britannique annonc ku il avait test positif au covid cewek dimanche octobre isolement il devait commencer ces prochains jours lah promotion deh son nouvel album,positive,0.5862839818000793
,feature warga negara tiongkok di kuba terima suntikan vaksin covid,neutral,0.9951820969581604
,by this time lanjut year adar poonawalla ceo of the serum institute of india sih believes the globe would have returned tryout pre covid days read more at,neutral,0.9914956092834473
,value that though yes never thought that believed ini justice law parliament mps all but im maaf my faith has lacked since where mereka are fighting amongst themselves tht thought there was somekind of law making laws that itu has tryout be endofx,neutral,0.9150143265724182
,pandemi covid sangat mempengaruhi sektor pariwisata dan ekonomi kreatif untuk itu perlu membantu dengan cara membangun infrastruktur jaringan teknologi informasi dan komunikasi tik guna mengatasi transformasi sektor digital akibat pandemi,positive,0.8588265180587769
,panoorin ibinahagi ini siquijor governor zaldy villa nya bumaba ang bilang ng mga kaso ng covid sa kanilang lokalidad matapos mabakunahan ang mahigit sa kalahati ng kabuuang bilang ng mga residente doon,neutral,0.4338045120239258
,simak laporan amnesty international dibungkam dan disesatkan kebebasan berekspresi dalam bahaya selama covid tentang bagaimana ketergantungan sejumlah pemerintahan pada sensor dan hukuman telah mengurangi kualitas informasi pandemi di,negative,0.5382195711135864
,join ujian sekolah as aku promote economic recovery through basic entrepreneurship training untuk all comunities including youths women people with disabilities dan people living with hiv learn more at dan apply by october tahun,neutral,0.9936455488204956
,hai dwork there aint schiff on here about anything except what of americans believe yall used mail ini ballots tryout steal this election dan blackmailed any opposition prove you won have rematch ini no mail ini no riots no,neutral,0.9933795928955078
,remdesivir till enggak till standardbehandling mot covid minskar rdkostnaden maaf med endast standardbehandling det skriver tlv en lsoekonomisk bed mning av kemedlet via,neutral,0.9978440999984741
,bapak ingatkan skenario terburuk usai pandemi covid ada meninggal,neutral,0.9963021278381348
,this shows why aku are ini such dreadful position the govt is supported by people who either have no common sense believe everything put out by the right wing media atau simply lie tryout hide the truth shame on you,neutral,0.9770663380622864
,dengan membaiknya situasi covid di tanah air dan peningkatan kegiatan masyarakat diharapkan daya beli daya masyarakat meningkat dan dunia usaha dapat segera bangkit,positive,0.9989161491394043
,manakala jumlah kes covid yang dilaporkan di sarawak adalah kes kes lapan belas kematian dilaporkan hari ini tiada kluster baharu dan dua kluster tamat dilaporkan hari ini,neutral,0.8376970887184143
,ahmad faizal berkata buat masa ini kerajaan mengutamakan kepada usaha pemulihan ekonomi negara pasca pandemik covid berbanding mengeluarkan dana untuk kos penganjuran pusingan kelayakan itu,neutral,0.9943713545799255
,mas dhito menambahkan saat ini pemerintah berupaya keras untuk memulihkan perekonomian masyarakat di tengah pandemik covid mas dhito bupati kediri,neutral,0.9983325600624084
,en quarantena despr deh donar positiu en coronavirus el sic mant tots els seus compromisos promocionals televisius des del seu llament molts nims edisi,neutral,0.9903966188430786
,toshiba gb usb hayabusa beyaz flash bellek fiyat timeline adet alana cretsiz kargo link etiketler,neutral,0.9982895255088806
,kita harus tetap waspada untuk menghindari risiko lonjakan kasus covid kata dalam keterangan tertulis hal ini sudah terjadi di negara negara eropa seperti inggris dan rusia,neutral,0.8871400952339172
,buti apa sih benny binubuksan ang dolomite beach sa publiko kelan naman kayak aaksyon sih leonor at sih popoy,positive,0.8046920299530029
,daripada jumlah kes baharu covid di negeri pulau pinang pada oktober sumber jabatan kesihatan negeri pulau pinang,neutral,0.9339640140533447
,namun begitu dua ruangan untuk merawat pasien covid yakni ricu dan pinere tetap disiagakan bila mana kedepan kembali ada pasien covid yang masih perlu dirawat,neutral,0.6120699048042297
,bupati asahan tinjau vaksinasi covid disejumlah sekolah sama negeri kisaran,neutral,0.9980412721633911
,bakan zer duyurdu te ze itime ara verilen sayang,positive,0.7389242649078369
,garis warna coklat pasti menggambarkan laju kasus covid di negara wakanda tulisan nama negaranya sengaja saya blur,negative,0.6805811524391174
,edisi sheeran tests positive untuk covid days ahead of his new album release,neutral,0.9906337261199951
,tidak ada presiden yang bersedia menjadi kelinci percobaan vaksin covid untuk rakyatnya kecuali dari sini sudah kelihatan beliau benar bekerja dan memikirkan rakyatnya dan ini tidak akan pernah diapresiasi sama sjw aktipis sa ham kocak,negative,0.9716647267341614
,gebelikte lohusal kata iya lah emzirme neminde covid yapt labilir mi,negative,0.706732988357544
,till june this year only of deaths ini hospitals dari covid are double vaccinated the rest are people who believe the crap mereka read dari anti vaccine idiots good ini itu very clear who laughing now,neutral,0.9667802453041077
,he could have just stopped at because believe ini science dan left the anti semitism dan lack of awarene that paling medical trials globally are conducted on white people as result of being conducted ini high income countries out of itu ugh quote tweet,positive,0.6151021718978882
,zubairi mengajak pengguna pesawat tetap menggunakan masker saat di dalam transportasi udara itu dia menyinggung potensi penularan covid di ruangan tertutup seperti pesawat,neutral,0.9977741837501526
,gebelikte iya lah emzirme neminde covid yapt labilir mi,negative,0.6566550731658936
,mohon izin kritik pak dan test pcr kita tahu sendiri bahwa ditegakkan sebagai pemeriksaan penunjang suspect pneumonia covid bukan dijadikan seperti bisnis seperti ini ekonomi warga tidak semuanya sama,negative,0.9941205382347107
,kasus covid di inggris beberapa hari terakhir menjadi sorotan karena mencapai puncak tertinggi semenjak pertengahan juli,neutral,0.9974192380905151
,psychological impact of covid on intensive care survivors status recruiting condition summary covid psychological distre depre ion anxiety post traumatic stre disorder post intensive care syndrome,neutral,0.996665894985199
,bebas covid dates coming up let work together tryout memakai sekolah safer untuk all our students pr ximas fechas deh covid gratis trabajemos juntos para que lah escuela sea segura para todos nuestros estudiantes,neutral,0.9649466276168823
,fokus penyampaian maklumat ke arah peralihan fasa endemik triis penilaian kendiri covid kempen putuskan rantaian covid keluarga malaysia pakej remaja amp peranti keluarga malaysia rancangan malaysia ke rmk,neutral,0.995425283908844
,kabanjahe kepala kejaksaan tinggi sumatera utara kajati sumut ibn wiswantanu sh mah tinjau kegiatan adhyaksa peduli vaksin covid di kejaksaan negeri karo senin,neutral,0.9983067512512207
,maintaining safe distance atau handwashing promoting better frequent amp cheaper forms of testing needs tryout be renewed ini order tryout strike the balance of learning tryout live with covid ini the same manner aku live with various seasonal alterations of the influenza virus,neutral,0.9651304483413696
,the trump inspired gop is functioning as terrorist organization currently covid enabling election misinformation dan voter suppre ion are its primary weapons our democracy is ini peril anti vaxx idiots have teamed up with trump idiots tryout promote more idiotic misinfo,neutral,0.9957724213600159
